Year,Country,Region,Rank,Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Latitude,Longitude,Size,Continent
2022,United Arab Emirates,Middle East and Northern Africa,24,"6,576",1.998,0.980,0.633,0.702,0.250,0.204,1.809,23.424076,53.847818,14,Africa
2022,Saudi Arabia,Middle East and Northern Africa,25,"6,523",1.870,1.092,0.577,0.651,0.180,0.078,2.075,23.885942,45.079162,14,Africa
2022,Taiwan,Eastern Asia,26,"6,512",1.897,1.095,0.733,0.542,0.168,0.075,2.002,23.69781,120.960515,14,Asia
2022,Singapore,Southeastern Asia,27,"6,480",2.149,1.127,0.851,0.672,0.587,0.163,0.932,1.352083,103.819836,14,Asia
2022,Romania,Central and Eastern Europe,28,"6,477",1.719,1.006,0.655,0.605,0.006,0.039,2.446,45.943161,24.96676,14,Europe
2022,Spain,Western Europe,29,"6,476",1.808,1.211,0.808,0.505,0.149,0.101,1.893,40.463667,-3.74922,14,Europe
2022,Uruguay,Latin America and Caribbean,30,"6,474",1.615,1.180,0.672,0.665,0.265,0.103,1.974,-32.522779,-55.765835,14,South America
2022,Italy,Western Europe,31,"6,467",1.834,1.052,0.801,0.412,0.059,0.085,2.222,41.87194,12.56738,14,Europe
2022,Kosovo,Central and Eastern Europe,32,"6,455",1.362,0.949,0.569,0.599,0.035,0.309,2.631,42.602636,20.902977,14,Europe
2022,Malta,Western Europe,33,"6,447",1.838,1.169,0.789,0.679,0.166,0.174,1.631,35.937496,14.375416,14,Europe
2022,Lithuania,Central and Eastern Europe,34,"6,446",1.804,1.204,0.659,0.496,0.077,0.053,2.153,55.169438,23.881275,14,Europe
2022,Slovakia,Central and Eastern Europe,35,"6,391",1.736,1.232,0.707,0.479,0.025,0.118,2.094,48.669026,19.699024,14,Europe
2022,Estonia,Central and Eastern Europe,36,"6,341",1.793,1.232,0.728,0.689,0.333,0.123,1.442,58.595272,25.013607,14,Europe
2022,Panama,Latin America and Caribbean,37,"6,309",1.715,1.107,0.709,0.592,0.051,0.049,2.086,8.537981,-80.782127,14,South America
2022,Brazil,Latin America and Caribbean,38,"6,293",1.462,1.044,0.615,0.546,0.134,0.131,2.361,-14.235004,-51.92528,14,South America
2022,Guatemala,Latin America and Caribbean,39,"6,262",1.274,0.831,0.522,0.662,0.115,0.112,2.746,15.783471,-90.230759,14,South America
2022,Kazakhstan,Central and Eastern Europe,40,"6,234",1.668,1.220,0.611,0.584,0.157,0.134,1.860,48.019573,66.923684,14,Europe
2022,Cyprus,Western Europe,41,"6,221",1.815,0.909,0.819,0.448,0.062,0.123,2.044,35.126413,33.429859,11,Europe
2022,Latvia,Central and Eastern Europe,42,"6,180",1.732,1.221,0.637,0.502,0.090,0.075,1.923,56.879635,24.603189,11,Europe
2022,Serbia,Central and Eastern Europe,43,"6,178",1.550,1.086,0.658,0.546,0.088,0.219,2.031,44.016521,21.005859,11,Europe
2022,Chile,Latin America and Caribbean,44,"6,172",1.651,1.080,0.748,0.460,0.069,0.124,2.040,-35.675147,-71.542969,11,South America
2022,Nicaragua,Latin America and Caribbean,45,"6,165",1.105,1.029,0.617,0.617,0.212,0.168,2.418,12.865416,-85.207229,11,South America
2022,Mexico,Latin America and Caribbean,46,"6,128",1.552,0.886,0.623,0.621,0.115,0.092,2.239,23.634501,-102.552784,11,South America
2022,Croatia,Central and Eastern Europe,47,"6,125",1.705,1.183,0.709,0.535,0.000,0.109,1.884,45.1,15.2,11,Europe
2022,Poland,Central and Eastern Europe,48,"6,123",1.758,1.174,0.712,0.523,0.140,0.124,1.693,51.919438,19.145136,11,Europe
2022,El Salvador,Latin America and Caribbean,49,"6,120",1.265,0.768,0.607,0.666,0.212,0.089,2.514,13.794185,-88.89653,11,South America
2022,Kuwait,Middle East and Northern Africa,50,"6,106",1.904,0.983,0.747,0.617,0.147,0.087,1.621,29.31166,47.481766,11,Africa
2022,Hungary,Central and Eastern Europe,51,"6,086",1.748,1.233,0.668,0.485,0.064,0.078,1.812,47.162494,19.503304,11,Europe
2022,Mauritius,Sub-Saharan Africa,52,"6,071",1.591,1.116,0.568,0.589,0.107,0.131,1.969,-20.348404,57.552152,11,Africa
2022,Uzbekistan,Central and Eastern Europe,53,"6,063",1.219,1.092,0.600,0.716,0.240,0.283,1.913,41.377491,64.585262,11,Europe
2022,Japan,Eastern Asia,54,"6,039",1.835,1.089,0.866,0.537,0.218,0.007,1.487,36.204824,138.252924,11,Asia
2022,Honduras,Latin America and Caribbean,55,"6,022",1.111,0.885,0.555,0.582,0.076,0.202,2.611,15.199999,-86.241905,11,South America
2022,Portugal,Western Europe,56,"6,016",1.760,1.078,0.777,0.655,0.039,0.016,1.691,39.399872,-8.224454,11,Europe
2022,Argentina,Latin America and Caribbean,57,"5,967",1.592,1.102,0.662,0.555,0.085,0.081,1.891,-38.416097,-63.616672,11,South America
2022,Greece,Western Europe,58,"5,948",1.703,0.980,0.774,0.249,0.108,0.015,2.119,39.074208,21.824312,11,Europe
2022,South Korea,Eastern Asia,59,"5,935",1.851,0.886,0.841,0.414,0.176,0.111,1.656,35.907757,127.766922,11,Asia
2022,Philippines,Southeastern Asia,60,"5,904",1.268,0.912,0.514,0.678,0.142,0.107,2.283,12.879721,121.774017,11,Asia
2022,Thailand,Southeastern Asia,61,"5,891",1.535,1.096,0.697,0.617,0.026,0.321,1.600,15.870032,100.992541,10,Asia
2022,Moldova,Central and Eastern Europe,62,"5,857",1.417,1.008,0.597,0.561,0.028,0.102,2.142,47.411631,28.369885,10,Europe
2022,Jamaica,Latin America and Caribbean,63,"5,850",1.296,1.045,0.646,0.567,0.053,0.080,2.164,18.109581,-77.297508,10,South America
2022,Kyrgyzstan,Central and Eastern Europe,64,"5,828",1.069,1.109,0.638,0.693,0.025,0.208,2.087,41.20438,74.766098,10,Europe
2022,Belarus,Central and Eastern Europe,65,"5,821",1.562,1.157,0.629,0.342,0.282,0.040,1.811,53.709807,27.953389,10,Europe
2022,Colombia,Latin America and Caribbean,66,"5,781",1.452,0.929,0.720,0.545,0.077,0.087,1.971,4.570868,-74.297333,10,South America
2022,Bosnia and Herzegovina,Central and Eastern Europe,67,"5,768",1.468,1.068,0.665,0.448,0.006,0.244,1.869,43.915886,17.679076,10,Europe
2022,Mongolia,Eastern Asia,68,"5,761",1.393,1.197,0.467,0.398,0.059,0.247,1.999,46.862496,103.846656,10,Asia
2022,Dominican Republic,Latin America and Caribbean,69,"5,737",1.538,1.003,0.577,0.606,0.179,0.084,1.751,18.735693,-70.162651,10,South America
2022,Malaysia,Southeastern Asia,70,"5,711",1.689,0.938,0.620,0.654,0.126,0.213,1.471,4.210484,101.975766,10,Asia
2022,Bolivia,Latin America and Caribbean,71,"5,600",1.256,0.880,0.555,0.627,0.064,0.112,2.107,-16.290154,-63.588653,10,South America
2022,China,Eastern Asia,72,"5,585",1.508,0.958,0.705,0.656,0.142,0.099,1.516,35.86166,104.195397,10,Asia
2022,Paraguay,Latin America and Caribbean,73,"5,578",1.409,1.130,0.624,0.629,0.059,0.171,1.555,-23.442503,-58.443832,10,South America
2022,Peru,Latin America and Caribbean,74,"5,559",1.397,0.865,0.735,0.545,0.037,0.090,1.890,-9.189967,-75.015152,10,South America
2022,Montenegro,Central and Eastern Europe,75,"5,547",1.573,1.023,0.659,0.460,0.077,0.135,1.619,42.708678,19.37439,10,Europe
2022,Ecuador,Latin America and Caribbean,76,"5,533",1.352,0.879,0.708,0.565,0.083,0.080,1.866,-1.831239,-78.183406,10,South America
2022,Vietnam,Southeastern Asia,77,"5,485",1.252,0.932,0.611,0.707,0.105,0.143,1.735,14.058324,108.277199,10,Asia
2022,Turkmenistan,Central and Eastern Europe,78,"5,474",1.484,1.319,0.516,0.649,0.032,0.314,1.160,38.969719,59.556278,10,Europe
2022,North Cyprus,Western Europe,79,"5,467",1.815,0.888,0.819,0.523,0.213,0.130,1.078,35.248,33.6577,10,Europe
2022,Russia,Central and Eastern Europe,80,"5,459",1.685,1.095,0.586,0.401,0.080,0.117,1.494,61.52401,105.318756,10,Europe
2022,Hong Kong,Eastern Asia,81,"5,425",1.957,0.954,0.942,0.400,0.383,0.147,0.642,22.396428,114.109497,9,Asia
2022,Armenia,Central and Eastern Europe,82,"5,399",1.434,0.820,0.668,0.558,0.210,0.054,1.654,40.069099,45.038189,9,Europe
2022,Tajikistan,Central and Eastern Europe,83,"5,377",0.966,1.005,0.518,0.572,0.304,0.118,1.895,38.861034,71.276093,9,Europe
2022,Nepal,Southern Asia,84,"5,377",0.984,0.784,0.499,0.519,0.130,0.237,2.224,28.394857,84.124008,9,Asia
2022,Bulgaria,Central and Eastern Europe,85,"5,371",1.625,1.163,0.640,0.563,0.021,0.123,1.235,42.733883,25.48583,9,Europe
2022,Libya,Middle East and Northern Africa,86,"5,330",1.476,0.943,0.606,0.477,0.179,0.106,1.544,26.3351,17.228331,9,Africa
2022,Indonesia,Southeastern Asia,87,"5,240",1.382,0.883,0.539,0.620,0.047,0.468,1.300,-0.789275,113.921327,9,Asia
2022,Ivory Coast,Sub-Saharan Africa,88,"5,235",1.094,0.442,0.322,0.451,0.124,0.149,2.652,7.539989,-5.54708,9,Africa
2022,North Macedonia,Southeast Europe,89,"5,199",1.505,0.863,0.637,0.488,0.031,0.215,1.461,41.6086,21.7453,9,Europe
2022,Albania,Central and Eastern Europe,90,"5,199",1.439,0.646,0.719,0.511,0.028,0.138,1.718,41.153332,20.168331,9,Europe
2022,South Africa,Sub-Saharan Africa,91,"5,194",1.425,1.088,0.361,0.442,0.046,0.089,1.742,-30.559482,22.937506,9,Africa
2022,Azerbaijan,Central and Eastern Europe,92,"5,173",1.458,1.093,0.560,0.601,0.341,0.023,1.098,40.143105,47.576927,9,Europe
2022,Gambia,Western Africa,93,"5,164",0.785,0.621,0.369,0.367,0.103,0.388,2.531,13.443182,-15.310139,9,Africa
2022,Bangladesh,Southern Asia,94,"5,155",1.060,0.614,0.581,0.622,0.187,0.125,1.967,23.684994,90.356331,9,Asia
2022,Laos,Southeastern Asia,95,"5,140",1.239,0.654,0.479,0.679,0.184,0.197,1.709,19.85627,102.495496,9,Asia
2022,Algeria,Middle East and Northern Africa,96,"5,122",1.363,0.970,0.643,0.146,0.150,0.106,1.744,28.033886,1.659626,9,Africa
2022,Liberia,Sub-Saharan Africa,97,"5,122",0.636,0.670,0.309,0.405,0.080,0.178,2.844,6.428055,-9.429499,9,Africa
2022,Ukraine,Central and Eastern Europe,98,"5,084",1.411,1.081,0.583,0.473,0.017,0.188,1.331,48.379433,31.16558,9,Europe
2022,Congo (Kinshasa),Sub-Saharan Africa,99,"5,075",0.950,0.405,0.355,0.431,0.146,0.130,2.658,-0.228021,15.827659,9,Africa
2022,Morocco,Middle East and Northern Africa,100,"5,060",1.208,0.268,0.565,0.492,0.102,0.020,2.405,31.791702,-7.09262,9,Africa
2022,Mozambique,Sub-Saharan Africa,101,"5,048",0.578,0.660,0.191,0.593,0.200,0.185,2.641,-18.665695,35.529562,7,Africa
2022,Cameroon,Sub-Saharan Africa,102,"5,048",0.968,0.672,0.317,0.397,0.074,0.152,2.469,7.369722,12.354722,7,Africa
2022,Senegal,Sub-Saharan Africa,103,"5,046",0.933,0.530,0.447,0.494,0.081,0.143,2.419,14.497401,-14.452362,7,Africa
2022,Niger,Sub-Saharan Africa,104,"5,003",0.570,0.560,0.326,0.571,0.145,0.165,2.667,17.607789,8.081666,7,Africa
2022,Georgia,Central and Eastern Europe,105,"4,973",1.467,0.612,0.595,0.508,0.208,0.000,1.583,42.315407,43.356892,7,Europe
2022,Gabon,Sub-Saharan Africa,106,"4,958",1.459,0.738,0.396,0.343,0.099,0.032,1.892,-0.803689,11.609444,7,Africa
2022,Iraq,Middle East and Northern Africa,107,"4,941",1.289,0.682,0.554,0.328,0.046,0.147,1.894,33.223191,43.679291,7,Africa
2022,Venezuela,Latin America and Caribbean,108,"4,925",0.000,0.968,0.578,0.283,0.082,0.225,2.790,6.42375,-66.58973,7,South America
2022,Guinea,Sub-Saharan Africa,109,"4,891",0.848,0.566,0.275,0.334,0.116,0.214,2.538,9.945587,-9.696645,7,Africa
2022,Iran,Middle East and Northern Africa,110,"4,888",1.410,0.741,0.642,0.281,0.146,0.241,1.427,32.427908,53.688046,7,Africa
2022,Ghana,Sub-Saharan Africa,111,"4,872",1.112,0.595,0.409,0.500,0.056,0.230,1.972,7.946527,-1.023194,7,Africa
2022,Turkey,Middle East and Northern Africa,112,"4,744",1.707,0.865,0.702,0.209,0.115,0.087,1.059,38.963745,35.243322,7,Africa
2022,Burkina Faso,Sub-Saharan Africa,113,"4,670",0.779,0.565,0.320,0.382,0.126,0.186,2.313,12.238333,-1.561593,7,Africa
2022,Cambodia,Southeastern Asia,114,"4,640",1.019,0.732,0.505,0.740,0.068,0.166,1.410,12.565679,104.990963,7,Asia
2022,Benin,Sub-Saharan Africa,115,"4,623",0.932,0.064,0.335,0.479,0.230,0.127,2.458,9.30769,2.315834,7,Africa
2022,Comoros,Sub-Saharan Africa,116,"4,609",0.899,0.476,0.424,0.185,0.125,0.195,2.304,-11.875001,43.872219,7,Africa
2022,Uganda,Sub-Saharan Africa,117,"4,603",0.777,0.875,0.418,0.402,0.066,0.222,1.842,1.373333,32.290275,7,Africa
2022,Nigeria,Sub-Saharan Africa,118,"4,552",1.079,0.732,0.300,0.444,0.038,0.175,1.784,9.081999,8.675277,7,Africa
2022,Kenya,Sub-Saharan Africa,119,"4,543",1.032,0.605,0.401,0.440,0.082,0.322,1.661,-0.023559,37.906193,7,Africa
2022,Tunisia,Middle East and Northern Africa,120,"4,516",1.350,0.596,0.656,0.316,0.029,0.029,1.540,33.886917,9.537499,7,Africa
2022,Pakistan,Southern Asia,121,"4,516",1.049,0.413,0.374,0.448,0.112,0.181,1.940,30.375321,69.345116,6,Asia
2022,Palestinian Territories,Middle East and Northern Africa,122,"4,483",1.148,0.957,0.521,0.336,0.079,0.073,1.368,31.952162,35.233154,6,Africa
2022,Mali,Sub-Saharan Africa,123,"4,479",0.792,0.483,0.311,0.350,0.042,0.128,2.373,17.570692,-3.996166,6,Africa
2022,Namibia,Southeast Africa,124,"4,459",1.292,0.877,0.354,0.384,0.071,0.067,1.414,-22.95764,18.49041,6,Africa
2022,Swaziland,Sub-Saharan Africa,125,"4,396",1.274,0.786,0.197,0.259,0.154,0.038,1.688,-26.522503,31.465866,6,Africa
2022,Myanmar,Southeastern Asia,126,"4,394",1.038,0.829,0.491,0.513,0.194,0.452,0.877,21.913965,95.956223,6,Asia
2022,Sri Lanka,Southern Asia,127,"4,362",1.415,0.934,0.660,0.529,0.079,0.150,0.595,7.873054,80.771797,6,Asia
2022,Madagascar,Sub-Saharan Africa,128,"4,339",0.670,0.645,0.378,0.202,0.154,0.143,2.148,-18.766947,46.869107,6,Africa
2022,Egypt,Middle East and Northern Africa,129,"4,288",1.388,0.732,0.548,0.469,0.254,0.041,0.856,26.820553,30.802498,6,Africa
2022,Chad,Sub-Saharan Africa,130,"4,251",0.662,0.506,0.225,0.180,0.077,0.182,2.419,15.454166,18.732207,6,Africa
2022,Ethiopia,Sub-Saharan Africa,131,"4,241",0.788,0.809,0.457,0.472,0.136,0.205,1.375,9.145,40.489673,6,Africa
2022,Yemen,Middle East and Northern Africa,132,"4,197",0.691,1.043,0.384,0.330,0.098,0.090,1.561,15.552727,48.516388,6,Africa
2022,Mauritania,Sub-Saharan Africa,133,"4,153",1.100,0.865,0.450,0.304,0.138,0.088,1.207,21.00789,-10.940835,6,Africa
2022,Jordan,Middle East and Northern Africa,134,"4,152",1.324,0.724,0.675,0.476,0.200,0.058,0.695,30.585164,36.238414,6,Africa
2022,Togo,Sub-Saharan Africa,135,"4,112",0.771,0.322,0.360,0.292,0.132,0.174,2.061,8.619543,0.824782,6,Africa
2022,India,Southern Asia,136,"3,777",1.167,0.376,0.471,0.647,0.123,0.198,0.795,20.593684,78.96288,6,Asia
2022,Zambia,Sub-Saharan Africa,137,"3,760",0.930,0.577,0.306,0.525,0.083,0.203,1.135,-13.133897,27.849332,6,Africa
2022,Malawi,Sub-Saharan Africa,138,"3,750",0.648,0.279,0.388,0.477,0.157,0.140,1.661,-13.254308,34.301525,6,Africa
2022,Tanzania,Sub-Saharan Africa,139,"3,702",0.848,0.597,0.425,0.578,0.270,0.248,0.735,-6.369028,34.888822,6,Africa
2022,Sierra Leone,Sub-Saharan Africa,140,"3,574",0.686,0.416,0.273,0.387,0.055,0.202,1.556,8.460555,-11.779889,6,Africa
2022,Lesotho,Sub-Saharan Africa,141,"3,512",0.839,0.848,0.000,0.419,0.018,0.076,1.312,-29.609988,28.233608,5,Africa
2022,Botswana,Sub-Saharan Africa,142,"3,471",1.503,0.815,0.280,0.571,0.102,0.012,0.187,-22.328474,24.684866,5,Africa
2022,Rwanda,Sub-Saharan Africa,143,"3,268",0.785,0.133,0.462,0.621,0.544,0.187,0.536,-1.940278,29.873888,5,Africa
2022,Zimbabwe,Sub-Saharan Africa,144,"2,995",0.947,0.690,0.270,0.329,0.105,0.106,0.548,-19.015438,29.154857,5,Africa
2022,Lebanon,Middle East and Northern Africa,145,"2,955",1.392,0.498,0.631,0.103,0.034,0.082,0.216,33.854721,35.862285,5,Africa
2022,Afghanistan,Southern Asia,146,"2,404",0.758,0.000,0.289,0.000,0.005,0.089,1.263,33.93911,67.709953,5,Asia
